latitude,longitude,cluster
37.8011834,-122.4338067,2.027777778
37.79381594,-122.430631,1.964285714
37.80354329,-122.4383812,2.263157895
37.79885485,-122.4333195,1.75
37.80522329,-122.4355215,2.181818182
37.79816191,-122.4416381,2.166666667
37.80435725,-122.4370463,2.166666667
37.80182743,-122.4244666,1.826086957
37.80109604,-122.4261843,2
37.80095266,-122.4465095,1.928571429
37.80407917,-122.4392583,1.714285714
37.80385491,-122.4410353,1.4
37.80354587,-122.4334966,2.225806452
37.80395943,-122.445435,2.857142857
37.80571081,-122.437822,1.888888889
37.79299122,-122.4413601,1.8
37.8058165,-122.4411037,1.961538462
37.79647993,-122.4252546,1.857142857
37.7991085,-122.4350721,1.75
37.79895141,-122.4358702,1.864864865
37.80325284,-122.4241018,1.9
37.80328281,-122.4469127,2.157894737
37.7915921,-122.4343838,2.1
37.79900627,-122.4242492,2.285714286
37.80403318,-122.4335274,2.272727273
37.80128408,-122.4321393,2.125
37.78978537,-122.4348768,1.666666667
37.80518054,-122.4405155,2.714285714
37.79184336,-122.4394891,1.833333333
37.8027901,-122.4358604,1.916666667
37.79927537,-122.4258152,2.75
37.80305573,-122.4333323,2
37.78911452,-122.4321974,1.648648649
37.79892482,-122.4376214,2.304347826
37.79687864,-122.4371386,1.846153846
37.80272187,-122.4399464,1.75
37.79380145,-122.4390575,2.066666667
37.79267916,-122.4329202,1.833333333
37.7975553,-122.4356542,2.119047619
37.79204875,-122.4344025,1.904761905
37.79889925,-122.4367171,3
37.79714819,-122.4279295,2
37.78848693,-122.4371308,2
37.79048516,-122.4435043,1.916666667
37.79164761,-122.4485504,2.222222222
37.7886952,-122.4354886,2.0625
37.79880516,-122.4299514,1.625
37.79099793,-122.4461199,1.833333333
37.79869669,-122.4299295,2.1
37.7912863,-122.4301188,2.107142857
37.7958527,-122.430185,2.1
37.80273192,-122.424998,2.034482759
37.80116107,-122.4448686,1.4
37.80012209,-122.4378623,2.0625
37.79897917,-122.4393165,2.6
37.78940498,-122.4449654,2.5625
37.78981,-122.4338001,1.959349593
37.80283883,-122.4315219,2
37.80376819,-122.4469373,2.454545455
37.79692793,-122.4363186,1.933333333
37.78904556,-122.4397969,2
37.80375648,-122.431847,2
37.79713728,-122.4346731,1.961038961
37.80061125,-122.4336906,2
37.79455464,-122.4257197,1.919354839
37.78855523,-122.4404176,2.076923077
37.79192689,-122.4454826,1.7
37.80068315,-122.4373036,1.454545455
37.78993959,-122.4473313,2
37.80110547,-122.4270422,1.964912281
37.79489684,-122.4452251,2.125
37.79272218,-122.4396678,1.75
37.79760117,-122.4389714,1.789473684
37.80430262,-122.4243145,2.090909091
37.80144341,-122.4313135,2.071428571
37.80230207,-122.4415413,1.875
37.79510808,-122.443576,2
37.80272018,-122.4442747,1.857142857
37.79006523,-122.4358312,2.125
37.79153956,-122.4352301,1.90625
37.79505516,-122.4444253,1.9
37.8002544,-122.4251848,1.827586207
37.79526315,-122.4275489,1.914893617
37.79699176,-122.4287295,1.9375
37.80333211,-122.446095,1.76
37.80044989,-122.4387013,1.829457364
37.78853616,-122.4363122,1.838709677
37.79784679,-122.4449886,1.764705882
37.79964392,-122.4385553,2.224489796
37.80006167,-122.4352652,2.1
37.79673125,-122.4312199,2.051282051
37.7900919,-122.4315656,2.059701493
37.79412003,-122.4442366,1.666666667
37.80320427,-122.4249235,1.921052632
37.79636712,-122.4336601,1.8
37.79789788,-122.4441406,2
37.80423711,-122.4380056,2.25
37.79818252,-122.4307232,2.5
37.79713955,-122.4238718,1.819444444
37.79598376,-122.4446127,1.8
37.79543355,-122.4334696,1.7
37.79468347,-122.4316362,2
37.79606092,-122.4285392,2.166666667
37.80504233,-122.4337995,1.761904762
37.79839171,-122.4290783,1.571428571
37.79288347,-122.4278271,1.5
37.79997662,-122.4428484,2.209302326
37.79242498,-122.4278079,2.025641026
37.78903085,-122.4439631,1.8
37.79768944,-122.4457864,2.2
37.80492651,-122.439377,1.615384615
37.80067569,-122.4412063,1.75
37.8028475,-122.4349748,2.03030303
37.80089674,-122.4286873,2.055555556
37.79025092,-122.4307386,2.114285714
37.80348495,-122.4265939,2
37.80080317,-122.4367977,2.068965517
37.79832373,-122.4408007,2.153846154
37.7951547,-122.4275268,2.037037037
37.80515826,-122.4472874,1.84375
37.79610606,-122.4361524,1.833333333
37.79397724,-122.4298074,1.8
37.80146035,-122.440132,2.25
37.8039644,-122.4406241,2
37.79146817,-122.4419958,2.533333333
37.79231089,-122.4353855,2.064102564
37.7984091,-122.4289416,2.25
37.79911494,-122.4266402,2
37.79745623,-122.4246198,2.058823529
37.79402608,-122.4289863,1.583333333
37.79900194,-122.4418116,2
37.79097003,-122.4393105,1.866666667
37.79859593,-122.4315967,2
37.79237323,-122.4286524,2.212121212
37.80255604,-122.4380033,2.571428571
37.80192816,-122.4313379,1.772727273
37.78925877,-122.438144,1.727272727
37.80377553,-122.4275827,2.263157895
37.80356624,-122.4292275,2
37.79747621,-122.4287532,2.066666667
37.79761624,-122.4237955,1.947368421
37.79817783,-122.4348837,2.294117647
37.7946314,-122.4324808,2
37.79959488,-122.4326964,2.2
37.79184781,-122.4319207,2.15
37.80045512,-122.4302855,1.82
37.79309841,-122.4296288,2.153846154
37.78827859,-122.4387764,2.130434783
37.80073844,-122.4394719,2.153846154
37.80484779,-122.4421276,2.4
37.80560902,-122.4431015,2.333333333
37.80576773,-122.4423109,2
37.79862574,-122.4459771,2.2
37.8007197,-122.4337127,2.125
37.79991462,-122.4395052,1.925925926
37.79652019,-122.4437891,2.4
37.78758521,-122.4404617,1.846153846
37.80386294,-122.442798,1.8
37.79948967,-122.4428172,2.072289157
37.79272803,-122.4320953,2.238095238
37.79195629,-122.4319425,1.8125
37.80232912,-122.4239144,1.8
37.80563177,-122.4364359,1.857142857
37.79805786,-122.4433301,1.944444444
37.78801358,-122.4413017,1.727272727
37.80273927,-122.4290595,2.173913043
37.80424195,-122.4420746,1.714285714
37.79065871,-122.4350528,2.210526316
37.78821955,-122.4354595,1.714285714
37.7975503,-122.4398157,1.714285714
37.79943233,-122.4250188,1.95
37.79008011,-122.4391384,2.083333333
37.788225,-122.4396336,1.866666667
37.79529176,-122.4384304,2
37.78876098,-122.4388003,1.833333333
37.79400598,-122.4374147,2.4
37.78992061,-122.439976,2.19047619
37.80149319,-122.4304939,1.9
37.80372703,-122.4284025,2.2
37.78790117,-122.4455655,2.176470588
37.80406743,-122.4252886,1.777777778
37.79985281,-122.4369101,1.885245902
37.79981546,-122.4436861,1.911111111
37.78937288,-122.429733,1.892857143
37.79904976,-122.4239074,2.080851064
37.79226475,-122.4286306,1.6
37.79954959,-122.4274848,2.125
37.79799064,-122.4322319,2.222222222
37.80212019,-122.4255591,1.75
37.79283652,-122.432117,1.9
37.80040645,-122.4399178,1.807017544
37.79952659,-122.4317847,2
37.79364757,-122.4398547,1.833333333
37.80351606,-122.4300484,1.833333333
37.80010601,-122.4272274,2
37.79205644,-122.4302745,2.272727273
37.79465809,-122.4434123,1.75
37.79050697,-122.4282749,1.886792453
37.7992581,-122.4367897,2.090909091
37.79874034,-122.437516,1.894736842
37.78806714,-122.4404427,2.158730159
37.79166492,-122.4445005,2
37.79964133,-122.4233746,2.114285714
37.80232397,-122.443252,2.235294118
37.79811582,-122.4237186,1.714285714
37.79910864,-122.4460009,2.428571429
37.80102686,-122.4346053,1.848484848
37.79089708,-122.4331772,2.233333333
37.79590196,-122.4293651,1.866666667
37.80157296,-122.4374826,2.090909091
37.80060753,-122.4378936,2
37.80045202,-122.4236299,2.125
37.78978855,-122.430714,1.818181818
37.79876821,-122.4409579,1.68
37.79071052,-122.434205,2.085714286
37.79157664,-122.4420177,2.19047619
37.79213656,-122.4438353,2.04
37.79998146,-122.4240958,1.939393939
37.79292651,-122.434579,2.173913043
37.79589753,-122.4377972,1.958333333
37.8003839,-122.4471344,1.555555556
37.79602178,-122.4250871,1.666666667
37.79878768,-122.4443197,1.666666667
37.80065814,-122.441343,2
37.7895777,-122.4365226,1.961538462
37.79899925,-122.4426497,1.883333333
37.79827762,-122.4374243,2.5
37.79825699,-122.435796,2.050847458
37.79452295,-122.4324587,2.173913043
37.80256034,-122.4450832,1.857142857
37.8006879,-122.4303328,1.96031746
37.80076213,-122.4476844,2
37.79982887,-122.4352181,1.828571429
37.80429034,-122.4353334,1.727272727
37.78737838,-122.4420828,2.25
37.7974342,-122.4441143,2.571428571
37.80641358,-122.4358046,2.75
37.80286213,-122.4377679,2.125
37.7896123,-122.4433245,1.882352941
37.79776426,-122.4340114,1.846153846
37.79180033,-122.4327415,1.863636364
37.79941688,-122.435962,1.882352941
37.80458399,-122.4446526,1.9
37.80189009,-122.4423803,1.95
37.80131307,-122.4254035,1.868852459
37.79361468,-122.4364076,2.2
37.78802807,-122.4369658,2
37.79334707,-122.4347376,2.107142857
37.80089066,-122.4242796,1.8
37.79962732,-122.4301175,1.769230769
37.80186256,-122.4280252,1.923076923
37.79262802,-122.4337643,1.769230769
37.8027907,-122.428212,2.2
37.79879079,-122.4366952,2.115384615
37.79329421,-122.4355842,1.615384615
37.80313568,-122.4366347,1.875
37.80425683,-122.4419374,1.428571429
37.79667035,-122.4387809,2.411764706
37.78843536,-122.437978,1.904109589
37.79487442,-122.4265402,1.5
37.79808557,-122.4389955,2.444444444
37.79882722,-122.425653,2.1
37.79049919,-122.4324065,2.104166667
37.79224503,-122.4438572,2
37.78865503,-122.4320335,1.941176471
37.79734564,-122.4373021,2.076923077
37.80048242,-122.4259869,1.851851852
37.8002577,-122.4327644,2.196428571
37.80398046,-122.4343737,2.277777778
37.78924585,-122.445759,1.833333333
37.79775924,-122.4381738,1.933333333
37.80123928,-122.4476886,2
37.79632054,-122.4260761,2.277777778
37.80442476,-122.4454609,2.111111111
37.79076774,-122.4483727,2.166666667
37.79650971,-122.4396054,1.785714286
37.79001419,-122.4289322,2
37.79065927,-122.4483508,1.571428571
37.79839176,-122.4248086,1.823529412
37.79424318,-122.4314746,1.909090909
37.79938949,-122.4474684,1.625
37.79806936,-122.4348618,1.7
37.79376631,-122.4314496,2.058823529
37.80551593,-122.4255627,1.4
37.79573948,-122.4385939,1.777777778
37.79870925,-122.4231863,1.85
37.79975857,-122.4258408,1.666666667
37.7888468,-122.4305237,1.714285714
37.79301326,-122.4448435,2
37.79992392,-122.443708,2.714285714
37.80195406,-122.4407153,1.545454545
37.79247099,-122.434559,1.87804878
37.80005222,-122.4344069,1.813953488
37.79208788,-122.4446565,1.75
37.80437338,-122.4399199,2.1
37.80055836,-122.4387233,2.134453782
37.79703971,-122.4279077,1.888888889
37.80315403,-122.4257687,1.736842105
37.79641446,-122.4328417,1.444444444
37.79548342,-122.4326532,1.882352941
37.80020621,-122.4260055,1.918918919
37.79251954,-122.4337424,1.789473684
37.79269931,-122.4363623,1.9
37.78890211,-122.4334351,1.571428571
37.78832689,-122.4379561,1.814814815
37.79325521,-122.4288309,1.588235294
37.79837264,-122.439982,2.090909091
37.7963147,-122.4345065,1.971428571
37.79338262,-122.4423833,2.2
37.80067694,-122.4294726,2.236842105
37.79569258,-122.4310101,2.125
37.79826285,-122.435657,1.684210526
37.79145628,-122.4461416,2.833333333
37.80213283,-122.437655,1.923076923
37.79140717,-122.4394686,1.692307692
37.80069592,-122.4447055,2
37.79590112,-122.4336336,1.666666667
37.79843458,-122.4366232,2.25
37.78872767,-122.4431455,1.9375
37.80447552,-122.4446306,1.882352941
37.80523467,-122.4245035,1.953488372
37.79911067,-122.4455118,2.25
37.79055846,-122.4460953,2.1
37.79611133,-122.4277201,1.875
37.79919424,-122.4358452,1.971428571
37.79701862,-122.4431197,1.5
37.79787304,-122.4297632,2.072289157
37.79332976,-122.4331123,1.888888889
37.7975727,-122.4355175,1.743589744
37.79880986,-122.4257897,2.285714286
37.79993797,-122.4244375,1.571428571
37.80227892,-122.4247333,1.916666667
37.79848746,-122.4315748,1.9
37.79200864,-122.4310924,1.692307692
37.80013929,-122.4377256,2.033333333
37.79683254,-122.4338225,2.625
37.78856988,-122.4439414,2.333333333
37.79318576,-122.4355621,2
37.78911718,-122.4326187,2.235294118
37.79205166,-122.4378468,1.818181818
37.80604989,-122.4411467,1.838235294
37.79797376,-122.4280963,2
37.78999681,-122.4290689,2
37.80079183,-122.4404794,1.692307692
37.7894205,-122.4373213,1.9375
37.798486,-122.435775,1.923076923
37.79994493,-122.4284945,2.074074074
37.79418821,-122.4281617,2.076923077
37.79915966,-122.4342278,2.096774194
37.80569955,-122.434669,2.1
37.79893789,-122.4473291,1.571428571
37.80336395,-122.4400035,1.8
37.7995322,-122.4276215,2.375
37.79627187,-122.4268935,2.1
37.79885629,-122.4291034,2.1
37.79447251,-122.4332784,2.115384615
37.80088516,-122.4278267,2.466666667
37.78748645,-122.4445826,1.9
37.79174789,-122.4335867,1.954545455
37.79857324,-122.4424913,2.142857143
37.79339618,-122.4339158,1.904761905
37.80113799,-122.4373216,2.1
37.78959733,-122.4322241,1.583333333
37.80305081,-122.4300204,1.5
37.80261171,-122.4442528,2.166666667
37.80045923,-122.4276685,2
37.79470446,-122.4467294,1.25
37.79948348,-122.4241727,2.226415094
37.79055025,-122.4350309,2.208333333
37.80191115,-122.4272046,2.071428571
37.79517591,-122.4468695,1.6
37.80470633,-122.4471256,1.833333333
37.80534482,-122.4465023,2.333333333
37.80517904,-122.4464699,1.7
37.79652994,-122.4244304,2.142857143
37.80293193,-122.4426106,1.666666667
37.79682712,-122.4379853,1.904761905
37.79473336,-122.4308163,2.0625
37.79560212,-122.4283747,1.75
37.79858153,-122.4383401,2.222222222
37.80607492,-122.4400028,2.384615385
37.79359728,-122.4365442,1.5
37.80401235,-122.4368136,2.125
37.79817553,-122.4458131,1.923076923
37.79050222,-122.4358507,2.178571429
37.80267864,-122.4383483,1.857142857
37.7987246,-122.4323803,2.2
37.79631032,-122.4454377,2.142857143
37.79501413,-122.4367645,2
37.79620622,-122.4344847,1.615384615
37.7957861,-122.4461657,2.2
37.79091875,-122.4325628,2.047619048
37.79207046,-122.4413138,1.75
37.79781221,-122.4373291,2
37.79200069,-122.4386935,1.583333333
37.80294662,-122.4274144,2.3
37.78962883,-122.4356756,1.904761905
37.78759492,-122.4446045,1.710526316
37.80363413,-122.4383034,1.771428571
37.80251161,-122.4459135,1.96
37.79143109,-122.4352083,2.571428571
37.79959533,-122.4461071,1.428571429
37.80567821,-122.4390439,2.125
37.78852679,-122.4406492,1.545454545
37.80118502,-122.4384833,1.96
37.79226268,-122.4362047,2.085714286
37.79384763,-122.4382122,1.875
37.80610079,-122.4243476,1.888888889
37.80354246,-122.4444422,2.3125
37.79900004,-122.4350501,2.055555556
37.79045909,-122.4290964,2.037037037
37.79768503,-122.427108,1.8
37.80365566,-122.4360425,2
37.79538273,-122.4343179,2.285714286
37.79547363,-122.4259052,2.089285714
37.79921079,-122.4409797,2.327586207
37.78883172,-122.4414655,2.217391304
37.78910397,-122.4464554,2.095238095
37.80499285,-122.4483216,1.952380952
37.80424425,-122.431878,1.933333333
37.80107493,-122.4337848,1.785714286
37.80165457,-122.4472152,1.545454545
37.78864463,-122.4363341,1.740740741
37.79657585,-122.4470173,1.625
37.79894223,-122.4374847,1.5
37.80428537,-122.448141,1.6
37.78900675,-122.4326123,2.076923077
37.79203141,-122.4345392,2.125
37.79168063,-122.4403262,2.346153846
37.79426428,-122.4349207,2.142857143
37.79016769,-122.4490305,1.75
37.79860088,-122.4274333,2.166666667
37.80178438,-122.444085,2.111111111
37.79029955,-122.4299195,1.6875
37.80214663,-122.4375176,1.884615385
37.80387201,-122.4343517,2.08
37.79034083,-122.4366769,2
37.79052703,-122.4392928,2.285714286
37.79827833,-122.433219,1.75
37.80426522,-122.4462831,2
37.79464613,-122.4392286,2
37.78915401,-122.439819,2.714285714
37.79615614,-122.4353023,2.095238095
37.79805319,-122.4373049,2.6
37.79029115,-122.4374963,2.086956522
37.80324121,-122.4409766,1.8
37.78948135,-122.4297549,1.875
37.79421405,-122.43577,2.052631579
37.79225693,-122.4327619,1.818181818
37.79338855,-122.4381857,2
37.79040804,-122.4299412,2.034482759
37.79806816,-122.4391322,1.833333333
37.78894017,-122.4414876,1.785714286
37.80309558,-122.4374323,1.666666667
37.80201962,-122.4272264,1.777777778
37.79008225,-122.4466564,1.777777778
37.79999754,-122.4272055,1.583333333
37.80002393,-122.4310953,1.703703704
37.78920672,-122.4389633,2.214285714
37.7907079,-122.4307589,2.384615385
37.78989119,-122.4442799,2.375
37.79431384,-122.4341017,1.52
37.79346456,-122.427186,1.866666667
37.79957889,-122.4309396,2.473684211
37.79684999,-122.4336858,1.666666667
37.80281876,-122.4468868,1.959183673
37.79580105,-122.4310321,1.740740741
37.79612523,-122.4468755,2.166666667
37.80261748,-122.4407814,1.714285714
37.79075565,-122.4409872,2
37.78833577,-122.4421369,2.625
37.80418909,-122.4436307,2.5
37.7962198,-122.427742,2.235294118
37.80300443,-122.434177,2.161290323
37.8048946,-122.4373159,2.307692308
37.79715414,-122.4388071,1.785714286
37.80019137,-122.4407325,2.051282051
37.79536518,-122.4258832,2.238095238
37.79474613,-122.4459791,2.666666667
37.80437368,-122.4463051,1.916666667
37.78761411,-122.4402302,1.777777778
37.79434469,-122.4273633,2.3
37.7917775,-122.4294285,1.956521739
37.78841074,-122.4447694,2
37.79031364,-122.440965,1.636363636
37.79739286,-122.4406137,2.333333333
37.79931744,-122.4334293,1.9
37.79082126,-122.4475033,2.090909091
37.80489447,-122.4406397,1.545454545
37.80106907,-122.4422287,1.9
37.8039677,-122.4397141,1.636363636
37.78948875,-122.4473057,2.4
37.7992785,-122.4444875,2.25
37.80002782,-122.4420168,1.959459459
37.78987407,-122.4373402,2.363636364
37.80239922,-122.4459224,2.166666667
37.79971945,-122.4410111,2.148148148
37.80360159,-122.4368951,2.214285714
37.79518917,-122.446732,2.428571429
37.79162915,-122.4411554,2.058823529
37.79288759,-122.4312641,2.315789474
37.79059118,-122.4418243,2.153846154
37.80137348,-122.4431992,2.1
37.7987856,-122.4408212,2
37.80170217,-122.4288493,1.766666667
37.80263078,-122.4290378,2.090909091
37.79822883,-122.4340374,1.619047619
37.79970186,-122.4411477,2.11627907
37.7902391,-122.4383424,2.294117647
37.79652294,-122.4328636,1.7
37.80510982,-122.4439579,2
37.79335609,-122.4271641,1.75
37.79078433,-122.4443227,1.6
37.79244862,-122.4312475,1.722222222
37.79369289,-122.4390364,1.538461538
37.79187668,-122.4463021,1.875
37.80034994,-122.4360793,1.764705882
37.80064334,-122.445553,2.125
37.79281098,-122.4464478,1.615384615
37.80558682,-122.4391207,2.235294118
37.79258166,-122.4270074,1.85
37.79485526,-122.4375865,2.3
37.79057634,-122.4459587,1
37.79148815,-122.4493692,1.25
37.80222866,-122.425581,1.857142857
37.79141755,-122.4428286,2
37.79608653,-122.4429309,1.428571429
37.79718138,-122.4422802,2
37.79629901,-122.4412611,2.833333333
37.8013755,-122.4279938,1.333333333
37.79890586,-122.4282846,2.090909091
37.79133799,-122.4292715,2.076923077
37.79642901,-122.426098,1.944444444
37.79016634,-122.4451218,2.294117647
37.80123515,-122.4329594,2.392857143
37.78811652,-122.4396118,2.086956522
37.79834465,-122.4442985,3
37.80153638,-122.4397077,2.333333333
37.79164754,-122.4446372,2
37.79391147,-122.4416868,2.153846154
37.80333597,-122.4351411,1.727272727
37.79537473,-122.4301563,1.666666667
37.80424454,-122.4375142,1.5
37.80584308,-122.4375091,2
37.80082227,-122.4320461,1.875
37.80232697,-122.4281864,2.166666667
37.8039647,-122.426096,1.5625
37.8038521,-122.4415012,2.214285714
37.79229636,-122.4430074,2.166666667
37.80640235,-122.4374632,1.913043478
37.7936061,-122.4322732,2.5
37.80199634,-122.4424196,1.571428571
37.79221056,-122.4370513,2.222222222
37.80128456,-122.4385458,1.571428571
37.79548294,-122.4369255,2.384615385
37.8046589,-122.4417013,2.2
37.79048179,-122.4325431,1.677419355
37.79558081,-122.4394176,2.333333333
37.80029983,-122.4407545,1.928571429
37.79740809,-122.4254413,2.032258065
37.79766764,-122.4272447,1.8
37.80025054,-122.4293139,1.833333333
37.80490967,-122.4345831,2
37.78906908,-122.4471493,2.176470588
37.78739585,-122.4419461,1.8125
37.8034675,-122.4267305,1.928571429
37.79464662,-122.4283219,1.583333333
37.80366294,-122.4251869,1.4375
37.78936718,-122.4381664,2.05
37.79972743,-122.4452516,1.818181818
37.78950679,-122.4471691,1.625
37.79694515,-122.4404494,1.5
37.80325916,-122.4283755,2.19047619
37.79920281,-122.4401486,2.048780488
37.80086412,-122.4354432,2.212121212
37.8007457,-122.4438745,1.923076923
37.79552718,-122.4250602,2.105263158
37.78929652,-122.4449435,1.666666667
37.78851925,-122.4447909,2.368421053
